,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,snr_xz,sep,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.025,p_a=0.05,p_a=0.1
123,10000,0.05,1.0,2,250,random_uniform,15,0.002,0.00014648437500000008,True,3725.63720703125,-0.03519185751845826,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
122,10000,0.05,1.0,2,250,NCE_Q,15,0.002,0.00014648437500000008,False,4828.71728515625,-0.1383994435172793,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
46,10000,0.05,1.0,2,250,rulsif,2,0.005,0.0006250000000000001,False,4371.21337890625,0.06188786114125128,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
85,5000,0.05,1.0,2,250,NCE_Q,15,0.001,0.00014648437500000008,False,2355.252197265625,-0.05640680450100577,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
247,5000,0.05,1.0,2,250,random_uniform,50,0.001,0.0004882812500000003,True,1862.2890625,0.016073800331543237,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
337,10000,0.05,1.0,2,250,random_uniform,50,0.004,0.0004882812500000003,False,3723.303466796875,-0.011917938033442977,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
336,10000,0.05,1.0,2,250,random_uniform,50,0.004,0.0004882812500000003,True,3773.46826171875,-0.03008777988218407,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
335,10000,0.05,1.0,2,250,NCE_Q,50,0.004,0.0004882812500000003,False,4406.85400390625,0.01296123742609734,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
334,10000,0.05,1.0,2,250,NCE_Q,50,0.004,0.0004882812500000003,True,4123.87158203125,-0.031880979583614646,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
333,10000,0.05,1.0,2,250,real_TRE_Q,50,0.004,0.0004882812500000003,False,4311.10205078125,0.1893411687320388,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
248,5000,0.05,1.0,2,250,random_uniform,50,0.001,0.0004882812500000003,False,1860.308349609375,0.033933617110794706,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
99,10000,0.05,1.0,2,250,rulsif,15,0.001,0.00014648437500000008,False,149.4697723388672,-0.001685141424315096,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
