,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.05,p_a=0.1
37,5000,0.5,0.75,2,250,NCE_Q,50,0.25,2488.055419921875,-0.05106837590504752,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
38,5000,0.5,0.75,2,250,real_TRE_Q,50,0.5,2489.101318359375,0.024101619005044272,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
39,5000,0.5,0.75,2,250,NCE_Q,50,0.5,2477.10400390625,0.017652633931481535,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
42,5000,0.5,0.5,2,250,real_TRE_Q,50,0.1,2489.698486328125,-0.02218296063043507,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
43,5000,0.5,0.5,2,250,NCE_Q,50,0.1,2495.493896484375,0.00033379706068447816,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
44,5000,0.5,0.5,2,250,real_TRE_Q,50,0.25,2483.408447265625,-0.07266440353820125,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
45,5000,0.5,0.5,2,250,NCE_Q,50,0.25,2486.3349609375,0.01812739149116641,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
47,5000,0.5,0.5,2,250,real_TRE_Q,50,0.5,2489.213134765625,-0.042126106271858595,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
27,5000,0.5,1.0,2,250,real_TRE_Q,50,0.25,2494.541015625,-0.00791998953367594,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
26,5000,0.5,1.0,2,250,NCE_Q,50,0.1,2491.5634765625,0.03638213442596442,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
25,5000,0.5,1.0,2,250,real_TRE_Q,50,0.1,2478.427490234375,0.059475657856144754,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
9,5000,0.5,0.75,2,250,real_TRE_Q,15,0.25,2490.290771484375,0.06493108303293024,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
2,1000,0.5,0.75,2,250,real_TRE_Q,3,0.25,495.9472351074219,-0.006436560962985605,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
3,5000,0.5,1.0,2,250,real_TRE_Q,15,0.5,2489.625,0.036676032160029806,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
4,5000,0.5,1.0,2,250,NCE_Q,15,0.5,2496.501953125,0.07897299485568186,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
5,5000,0.5,1.0,2,250,real_TRE_Q,15,0.0,2485.666748046875,0.03959318744787019,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
